barcode,energy,sodium,sugars,fat,
3564700514047,769,0.003937008,8.4,1.7,
3564700514283,711,0.369291339,1.5,8.1,
3564700514368,200,0.003937008,10.3,0,
3564700515136,1000,0.32480315,4.7,12.8,
3564700515884,1340,0.194488189,4,20,
3564700515990,145,0.007874016,2.1,0.1,
3564700516331,205,0.003937008,10.1,0.2,
3564700517994,689,1.02,0,16.2,
3564700518038,677,1.55511811,0,15,
3564700518458,2005,0.007874016,34,29,
3564700518717,2070,0.18,26,24,
3564700518984,281,0.32007874,2,6,
3564700521267,1943,0.294,13.5,14.9,
3564700523810,442,0.039370079,12.2,3.3,
3564700525159,1770,0.31,20,19,
3564700525166,1795,0.452755906,22.4,20.2,
3564700525654,137,0.885826772,0.4,0.3,
3564700526460,1429,0.413385827,0.1,30.9,
3564700527306,2270,0.435,1.5,34.5,
3564700527313,2326,0.728346457,0.4,0,
3564700527320,2301,0.433070866,0.7,35,
3564700528075,806,0.81,1.2,9.4,
3564700528433,843,0.306299213,4.6,10.4,
3564700528716,1106,0.38503937,2.7,15.7,
3564700528914,767,0.622047244,3.5,8.5,
3564700529386,1582,0.059055118,52.7,9.7,
3564700529393,1606,0.059055118,51.9,9.2,
3564700530078,2002,0.344488189,31.6,17.5,
3564700530627,2210,0.56,2.5,27,
3564700530634,1640,1.181102362,13.5,8.5,
3564700530641,1645,1.181102362,13.5,8.5,
3564700530658,1975,0.511811024,1.5,0,
3564700530665,1970,0.3,1.5,20,
3564700530672,1640,1.126,7,8.5,
3564700531471,34,0.00984252,1.5,0.1,
3564700531846,1577,0.354330709,2,0,
3564700532812,170,0.003,10,0,
3564700536995,910,2.3,0.5,12,
3564700537039,743,1.460629921,0.3,6.2,
3564700537350,1868,0.242125984,29.8,22.8,
3564700537404,2597,0.019685039,5.2,51,
3564700540060,335,0.16,5.5,2,
3564700540107,297,0.157480315,5.1,0,
3564700541081,498,0.049212598,16.6,0,
3564700542569,691,0.248031496,1.5,8.1,
3564700542743,2130,0.58,4.5,27,
3564700542750,2190,0.64,4,28,
3564700542767,2208,0.445,4.5,28,
3564700542774,2094,0.503937008,3.5,27,
3564700542781,2150,0.49,5,27,
3564700542798,2592,0.019685039,6.7,48.8,
3564700543887,2032,0.622047244,4.4,21.8,
3564700545300,1694,0.203937008,30.6,8.9,
3564700548035,1913,0.302,30.8,27,
3564700548325,2147,0.405511811,25.9,27.4,
3564700548417,524,0.088582677,16,4,
3564700549377,1000,0.4,0,18,
3564700549872,367,0.039370079,3.4,6,
3564700550021,279,0.338582677,2,1,
3564700550069,293,0.401574803,1.2,2.1,
3564700550106,389,0.246062992,0.9,4.5,
3564700550144,383,0.346456693,3.1,1.7,
3564700550182,728,0.343700787,1.4,12.5,
3564700551004,1982,0.249212598,29.4,17.3,
3564700551158,1251,0.492125984,2,21,
3564700551196,1808,0.312204724,27.6,13.3,
3564700551219,1830,0.3,26,14,
3564700551226,1878,0.263779528,29,15,
3564700551295,3400,0,0,92,
3564700551301,368,0.049212598,3.2,6,
3564700551349,540,0.05,12,3,
3564700551622,1921,0.295275591,25.4,17.1,
3564700551646,804,21.37795276,6.5,5.2,
3564700551653,1420,5.4,24,4.5,
3564700551936,528,0.767716535,10.2,2.1,
3564700552117,1552,0.236,26.4,4.9,
3564700552841,118,0.292519685,2.6,0.7,
3564700554517,1564,0.148818898,36.9,1,
3564700554524,1032,0.007086614,52.9,0.2,
3564700554531,1028,0.005905512,54.7,0.1,
3564700554555,1050,0.00984252,53.3,0.2,
3564700554562,1043,0.005905512,53.4,0.3,
3564700554579,1033,0.007086614,55.4,0.2,
3564700554807,1825,0.34,26.6,26.5,
3564700555354,2019,0.31496063,33.6,27.1,
3564700556047,142,0.262204724,3.4,0.5,
3564700556146,1850,0.209,28,23,
3564700556894,1860,0,0,20,
3564700558607,276,0.003937008,14,0.2,
3564700559260,1318,2.452755906,11.2,0,
3564700559277,1490,4.21,13.8,8.4,
3564700559307,1988,0.72,2.7,20.6,
3564700559420,529,0.031496063,13,6.8,
3564700559468,444,0.413385827,0.5,0.5,
3564700560198,324,0.208661417,5.3,4.9,
3564700560273,494,0.31496063,0.7,0,
3564700560358,372,0.326771654,7.7,0,
3564700560556,373,0.049212598,12,2.9,
3564700561386,107,0.937007874,1,0.2,
3564700562406,1272,0.653543307,0.5,25,
3564700562802,1476,0.429133858,13,11.2,
3564700563762,1510,0.13,26,6.5,
3564700563779,1841,0.23,23.1,17,
3564700563786,1510,0.074,26,6.5,
3564700563793,1568,0.167322835,27,4.8,
3564700563809,1750,0.106299213,26.1,14.4,
3564700563878,995,1.81496063,0.6,6.5,
3564700563915,293,0.001181102,15,0.2,
3564700564479,2100,0.365,41,26,
3564700564486,330,0.03,17,0,
3564700565148,680,0.4,1,10,
3564700565384,400,0.051181102,14.2,2.7,
3564700565421,396,0.051181102,13.6,2.7,
3564700565544,552,0.063779528,22.5,2.3,
3564700566756,113,0.012992126,1.9,0.2,
3564700566763,108,0.022834646,3.2,0.2,
3564700566770,84,0.06,2,0.1,
3564700568743,1006,0.945,6,18,
3564700568941,2247,0.0591,0.7,60,
3564700570999,2010,1.08,3.5,23,
3564700571170,1732,0.838582677,6.4,40.5,
3564700571521,65,0.33,0,0,
3564700571590,505,0.379133858,1.3,2,
3564700571781,160,0.01,9.5,0,
3564700572559,1623,0.364173228,28.2,0.9,
3564700573372,2136,0.306299213,29.9,30.7,
3564700573501,1662,1.57480315,0.5,37,
3564700573631,2190,0.157480315,0.2,59,
3564700573792,681,0.582677165,0.7,11.6,
3564700573945,770,0.321,1.5,11,
3564700574430,353,0.433070866,3.3,2.4,
3564700574638,1210,0.029527559,29.3,16.3,
3564700576083,2270,0.51,0.5,34,
3564700576090,2266,0.42519685,0.5,34,
3564700576359,204,0.440944882,5.5,1.3,
3564700576687,610,0.125,1,10,
3564700577097,1467,0.003937008,0.2,0.6,
3564700577103,1480,0,0,1,
3564700577110,191,0.337795276,4.6,1.5,
3564700577127,393,1.2,5,5.2,
3564700577134,330,0.43,4,5.5,
3564700577301,490,0.396,4.5,4.5,
3564700577981,444,0.531496063,9.1,2.3,
3564700578650,1110,0.32480315,0.4,5,
3564700578957,685,0.068897638,20.3,6.7,
3564700579886,1477,0.00511811,0,0.6,
3564700579930,551,0.590551181,0,14,
3564700579985,1370,3.4,0,34,
3564700580042,1580,0,0,0,
3564700580318,1464,0.01,0.5,1,
3564700580899,1770,0.393700787,72,9,
3564700580943,1630,0.007086614,68.4,0.5,
3564700582589,2058,0.374015748,35,22,
3564700582596,1618,0.590551181,6.3,4.1,
3564700582633,1734,0.391732283,5,10.4,
3564700582640,1614,0.330708661,4.1,3.9,
3564700582657,1496,0.62992126,2.6,4.3,
3564700582664,1448,0.625984252,2.1,0,
3564700582695,1734,0.413,8.5,8.1,
3564700582701,1650,0.566929134,2.8,6.3,
3564700586600,1497,0.011023622,6.2,3.9,
3564700586617,1490,0.156299213,4.5,4,
3564700591192,3,0,0.1,0,
3564700594704,738,0.039370079,21,8,
3564700594957,1039,0.387795276,3.8,11.9,
3564700594995,1041,0.535433071,3.9,13.4,
3564700596197,385,0,0,0,
3564700596234,193,0.05,4.8,1.55,
3564700596487,1648,0.377952756,0.8,0,
3564700596968,995,0.456692913,3.6,4.3,
3564700596975,1146,0.42519685,4.2,5.7,
3564700597347,387,0.049212598,12.8,3.2,
3564700597385,671,0.177165354,17.8,6.9,
3564700597583,193,0.05,4.8,1.55,
3564700597743,395,0.047244094,13.4,2.1,
3564700598245,1493,1.456692913,0,31.7,
3564700599792,240,0.001,0,0,
3564700599860,1014,0.472440945,3,23.5,
3564700600610,1342,0.059055118,27.1,20.6,
3564700603734,1430,0.696,2.5,36,
3564700603741,1990,0.78,3,51,
3564700604120,1498,0.551181102,1,28,
3564700606049,639,1.14,0.4,6.2,
3564700606988,1326,0.417322835,12.4,7.3,
3564700608142,394,0.314173228,0,5.4,
3564700608180,339,0.229527559,1.5,3.4,
3564700608227,289,0.244094488,2.7,2.1,
3564700608883,941,0.669291339,3.4,0,
3564700608920,512,0.304330709,4,4.9,
3564700609200,943,0.059055118,20.8,8,
3564700610435,259,0.001181102,14.4,0,
3564700610510,197,0.334645669,4.2,2,
3564700610558,2076,0.712598425,6.2,23.6,
3564700610565,2154,0.724,5.2,26.4,
3564700611623,615,2.480314961,1.3,10.5,
3564700611715,2288,0.086614173,51,34,
3564700611722,2297,0.098425197,55,0,
3564700611739,456,0.034645669,10.3,6.6,
3564700611753,2153,0.12,52,28,
3564700611807,1740,0.393,0,34,
3564700611845,1694,0.236220472,1,32,
3564700611883,1734,0.385826772,0.5,34,
3564700612095,2080,0.421,33,24,
3564700612132,2140,0.406,28,28,
3564700612682,235,0.039370079,4,0,
3564700613566,81,0.649606299,0,0.6,
3564700613849,144,0.492125984,4,0.2,
3564700616345,473,0.039370079,10.4,3.6,
3564700620106,1056,0.397637795,5.5,3.6,
3564700620144,1511,0.00512,0.6,2,
3564700620441,829,0.433070866,0.5,17,
3564700621622,2538,0.74,4.8,51.1,
3564700621639,1549,0.246062992,0.5,29,
3564700625477,189,0.003937008,7.9,0,
3564700625514,29,0.003937008,1.2,0,
3564700625590,202,0.003937008,10,0,
3564700625637,190,0.005,9,0,
3564700625705,1590,0.019685039,64,5,
3564700626535,267,0.049212598,10,1,
3564700626573,156,0.04,3.4,0.5,
3564700626610,182,0.044488189,4.9,1.1,
3564700627655,765,0.787401575,4.5,7.3,
3564700628164,982,0.00984252,25,0.4,
3564700628980,208,0.003937008,10.1,0.2,
3564700629062,109,0.019685039,6.2,0,
3564700629109,197,0.003937008,9,0,
3564700629147,185,0.003937008,8.1,0,
3564700629222,0,0.003937008,0.1,0,
3564700629307,2,0.003937008,0.1,0,
3564700629499,3,0.003937008,0.1,0,
3564700631027,184,0.003937008,8.3,0.3,
3564700631409,578,0.276771654,4.5,7.9,
3564700632215,196,0.003937008,11.5,0,
3564700632239,186,0.001181102,10.5,0.1,
3564700632277,63,0.011811024,2,0.1,
3564700632765,470,0.268,3,3.5,
3564700633267,1782,0.207874016,24.1,10.4,
3564700633663,2735,0.590551181,1.3,72.2,
3564700633670,2750,0.62992126,1.2,72.8,
3564700633687,1084,0.688976378,4.2,24.2,
3564700633717,140,0.289,3,1.5,
3564700633724,184,0.255905512,2,0.7,
3564700633977,2321,0.63,1.1,37,
3564700633991,2263,0.503937008,0.5,34,
3564700634004,2260,0.61,2,34,
3564700634981,1970,0.3,1.5,20,
3564700634998,1970,0.5,1.5,20,
3564700637647,1218,0.369291378,8.4,0,
3564700638262,235,0.119,1,1.2,
3564700638293,189,0.095669291,1.3,0.6,
3564700638378,1048,0.452755906,4.6,5,
3564700640340,1010,0.522,4,0.5,
3564700640470,1697,0.236220472,54.2,13.3,
3564700640937,2092,0.21,31,22,
3564700641842,993,0.00511811,0.5,0.5,
3564700641859,970,0.00511811,0.5,0.5,
3564700641866,960,0.019685039,0.5,0.5,
3564700643372,460,0.33,1,1,
3564700643990,2738,0.62992126,1.5,72.1,
3564700644157,2631,0.354330709,6.1,53.5,
3564700644195,2566,0.31496063,6.6,48.3,
3564700644232,1490,0,1.2,1.3,
3564700644744,200,0,9,0,
3564700644782,205,0.00984252,10.1,0.2,
3564700644904,190,0.00984252,9.7,0,
3564700645017,240,0,13,0,
3564700646359,526,0.285433071,1.4,4.3,
3564700648537,1189,0.26496063,4.8,10.9,
3564700648698,760,0.586614173,1.5,1.3,
3564700648735,760,0.586614173,1.5,1.3,
3564700648773,755,0.598425197,1.5,1.7,
3564700649947,829,1.15,0.2,11.4,
3564700650028,2059,0.32480315,24.9,21.2,
3564700650394,504,1.377952756,0.3,2.1,
3564700651094,1453,0.590551181,1,31,
3564700651308,1521,0.003149606,0.5,1.3,
3564700651315,1502,0.003149606,0.5,0,
3564700651335,2042,0.277559055,39.3,20.5,
3564700651339,1850,0.41,24,24,
3564700651360,2159,0.059055118,24,26.5,
3564700652657,1996,0.299212598,32.2,0,
3564700653135,1996,0.551181102,43,18.4,
3564700653272,320,0.238,1.5,2,
3564700653319,397,0.401574803,1.5,2.1,
3564700653395,621,0.383070866,1.2,4.1,
3564700653579,1613,0.358267717,2.4,1.2,
3564700653593,968,0.503937008,2.4,5.7,
3564700653616,1480,0.04,11,0,
3564700654385,2561,0,0,0,
3564700654507,2823,0.001968504,3.6,64.3,
3564700656020,1051,0.602362205,2.7,11.8,
3564700656655,402,0.277559055,1.2,1.7,
3564700657102,810,0.405511811,1,7.5,
3564700657430,1850,0.206692913,16.9,13.8,
3564700657515,878,1.645669291,0.3,5.7,
3564700657690,200,0.26,2,3,
3564700657737,1913,0.15,25,14,
3564700659076,1683,0,99,0,
3564700659694,215,0.261811024,1.6,0.7,
3564700661260,1095,0.051181102,18.6,10.3,
3564700661420,1700,0,100,0,
3564700664179,130,0.039370079,4.2,0,
3564700664889,1148,0.004,67.5,0,
3564700666609,110,0.00394,6.2,0,
3564700666913,1994,0.335826772,28.4,19.8,
3564700668221,1253,0.704724409,5.3,29.2,
3564700668238,1292,0.866141732,4.5,31,
3564700668375,468,0.984251969,20.6,0.1,
3564700668740,1906,0.465,21.1,15.2,
3564700669198,1117,1.165354331,3.2,0,
3564700669211,1772,0.787401575,4.4,44.1,
3564700669228,1744,0.842519685,2.9,44.3,
3564700669549,468,0.984251969,20.6,0.1,
3564700670903,813,0.007874016,38.1,0.3,
3564700670927,813,0.007874016,38.1,0.3,
3564700670934,813,0.007874016,38.1,0.3,
3564700671740,1435,0.464566929,0.1,27.1,
3564700671863,1321,1.003937008,0.1,23.7,
3564700672143,1477,0,58,0,
3564700673911,1481,0,0,9.9,
3564700673997,1180,8.779527559,19.7,0,
3564700674031,1410,0.00984252,3,2,
3564700674062,1538,0.02,3,0,
3564700674079,1518,0.007874016,2,2,
3564700674086,1518,0.007874016,2,2,
3564700676257,2038,0.31496063,39.7,0,
3564700676295,307,0.039370079,12,1.3,
3564700677148,707,2.401574803,1.8,11.5,
3564700678718,1485,0.005905512,0.3,0,
3564700678763,382,0.032,8.8,2.7,
3564700678886,231,0.103543307,2,2.3,
3564700678961,1958,0.25984252,30,25.5,
3564700679524,371,0.295275591,0.9,3.9,
3564700680827,396,0.651,15.9,0.1,
3564700680834,1249,0.767716535,8.3,27.4,
3564700680872,300,0.826771654,13.5,0,
3564700681329,171,0.029527559,0.4,2.1,
3564700681367,353,0.12992126,11.9,1.7,
3564700682319,977,0.216535433,1.3,18,
3564700683187,1006,1.062992126,6,18,
3564700683712,1165,0.062992126,17.8,9.8,
3564700683750,1122,0.74015748,5.6,27.1,
3564700683835,1468,0.178346457,2,1,
3564700683996,421,2.125984252,2,5.9,
3564700685105,205,0.062992126,3.9,1.8,
3564700685648,563,0.039370079,13.6,4.2,
3564700686393,130,0.000393701,7,0,
3564700687789,139,0.01,7,0.1,
3564700688663,175,0.002755906,9.3,0.5,
3564700688748,265,0.008267717,10.2,2.2,
3564700690079,197,0.004330709,9,0,
3564700690154,224,0.000787402,11,0,
3564700692882,388,0.0591,13,1.9,
3564700693001,314,0.035433071,13,0,
3564700693490,1330,0.351574803,35,1.1,
3564700694039,340,0.029527559,19,0.2,
3564700694879,1952,0.169,36.5,27.3,
3564700694916,2209,0.198818898,27.1,28.8,
3564700695418,1493,1.456692913,0,31.7,
3564700695913,599,0.472440945,0.9,8,
3564700695951,653,0.354330709,0.9,0,
3564700696286,1188,0.023622047,1.9,0,
3564700696927,1976,2.019685039,1.7,20.8,
3564700696941,1991,1.822834646,1.4,21.6,
3564700697603,996,0.433070866,3,23,
3564700698365,0,0.000787402,0,0,
3564700698372,1598,0,6.5,0,
3564700698679,614,0.212598425,1.6,8.1,
3564700698716,672,0.187007874,1.9,8.3,
3564700699119,363,1.181102362,0.3,0.2,
3564700699430,262,0.047244094,3.5,3.5,
3564700700013,1201,1.299212598,0.4,22.3,
3564700700938,1037,0.190944882,20.6,9.5,
3564700700976,820,0.460629921,3.3,10.3,
3564700701218,176,0.00984252,8.7,0.1,
3564700701256,205,0.00984252,11.5,0.1,
3564700701386,920,1.594488189,3.2,18.5,
3564700701690,3042,0.320866142,4.9,72.3,
3564700701706,3089,0.318897638,5.5,73.3,
3564700701713,2876,0.179133858,2.3,67.3,
3564700702611,105,0.019685039,6.1,0,
3564700702956,151,0.003937008,8.7,0.5,
3564700703151,361,0.62992126,7,3.2,
3564700703250,139,0.003937008,7,0.1,
3564700704271,2165,0.724409449,6.7,32.7,
3564700704295,2167,0.787401575,7,0,
3564700704745,604,0.043307087,9.7,9.9,
3564700704899,113,0.018897638,1.2,0,
3564700704974,421,0.051181102,3.6,7,
3564700705230,1825,0.059055118,38.3,15.2,
3564700705391,1801,0.098425197,30.9,22.2,
3564700705599,335,0.003937008,16,0.4,
3564700706152,1402,0.035433071,25.8,23.1,
3564700707517,1438,0.295275591,14,13,
3564700707555,594,0.127559055,6.1,5.2,
3564700707715,816,0.358267717,2.7,14.3,
3564700707753,772,0.598425197,1.1,13.2,
3564700708019,105,0.30511811,3,0,
3564700708057,106,0.30511811,0.5,0.2,
3564700708163,340,0.318,0.7,4.2,
3564700708170,335,0.221259843,0,0,
3564700708279,329,0.00984252,4.9,4.9,
3564700708958,264,0.008267717,9.4,0.1,
3564700709641,2536,0.003937008,6.5,49.5,
3564700710647,330,0,16.8,0.1,
3564700710845,1093,0.393700787,0.1,19,
3564700711361,2343,0.047244094,44.4,36.3,
3564700711408,1903,0.00197,63.5,18.5,
3564700713600,582,0.433070866,1.1,8.5,
3564700715536,31,0.011811024,0.2,0,
3564700715956,2194,0.049212598,58,29,
3564700716151,2247,0.787,0.7,60,
3564700716519,3,0.003937008,0.5,0.5,
3564700719138,197,0.003937008,11,0,
3564700719756,230,0.012992126,11,0.3,
3564700719794,1313,4.921259843,5,3.5,
3564700719961,507,0.551181102,2.8,9.5,
3564700719978,1265,7.086614173,52.1,1.3,
3564700719992,1400,0.492125984,1.3,8,
3564700720974,582,0.031496063,4.6,12,
3564700721056,298,0.047244094,4.2,4,
3564700721094,1202,0.047244094,2,30,
3564700721803,933,0.826771654,1.4,10.5,
3564700721889,889,0.433070866,0.5,9.5,
3564700722794,1314,0.003937008,14,0,
3564700722831,422,0.0472,22.5,0.1,
3564700723326,1462,0.472440945,0.1,27.3,
3564700724606,1780,0.393700787,0.5,35,
3564700725245,435,0.25984252,0,0.7,
3564700727423,1495,0.00511811,0.1,0.6,
3564700728444,931,0.688976378,4.7,9.1,
3564700728482,1007,0.433070866,4.2,11,
3564700730119,268,0.9,6.5,0.4,
3564700731598,800,0.460629921,3.2,5.8,
3564700731857,1155,0.019685039,35,0,
3564700731901,1123,1.102362205,0.5,23,
3564700732977,605,0.042519685,16.9,1.8,
3564700733011,1111,0.488188976,5.7,4.6,
3564700734124,408,0.342519685,0.5,4.6,
3564700736012,1112,0.440944882,3,4,
3564700737194,108,0.003149606,2,0.1,
3564700737927,343,0.31496063,0.5,0.2,
3564700738009,276,0.383858268,0.3,0.1,
3564700738047,276,0.383858268,0.3,0.1,
3564700738085,165,0.003937008,9.6,0.1,
3564700738917,2086,0.279527559,41.4,24.1,
3564700739808,566,0.811023622,3.3,7.3,
3564700739921,82,0.275590551,1.7,0.2,
3564700739969,1256,0.015748031,5.4,2.9,
3564700740040,1094,0.275590551,3.4,1.8,
3564700740774,404,0.051181102,2.7,6.6,
3564700741818,1200,0.488188976,4.2,5,
3564700741856,1139,0.472440945,4.6,4.6,
3564700742860,1496,0.62992126,8.5,32.5,
3564700743843,1959,0.298425197,28.3,16.9,
3564700743959,833,0.535433071,2.3,1.5,
3564700744581,405,0.031496063,10,2.4,
3564700745328,1205,1.614173228,1.1,18.6,
3564700745489,325,0.330708661,4.3,5.4,
3564700745557,978,0.296456693,0,18.2,
3564700745632,1050,0.417322835,0.6,23,
3564700746042,2061,0.147637795,41.8,21.3,
3564700747322,844,0.270866142,0,15,
3564700747759,1653,0.090551181,93.8,0.1,
3564700747919,1280,0.345669291,8.3,6.5,
3564700748435,1651,0.003937008,0.9,22.3,
3564700748473,308,0.047244094,4.2,4,
3564700748657,199,0.003937008,10.5,0.1,
3564700749029,2309,0.669291339,14,36,
3564700749852,2255,0.590551181,1.9,34,
3564700749883,2109,0.393700787,0.4,27.5,
3564700749890,2138,0.511811024,2,27.5,
3564700751688,2192,0.00984252,36.8,0,
3564700752166,1566,0.003937008,0.7,7,
3564700752173,1926,0.366141732,26.7,17.4,
3564700752180,1589,0.401574803,15.8,1.2,
3564700752609,1120,0.001181102,64.6,0.5,
3564700752784,1617,0.162598425,25.5,1.5,
3564700753484,1096,0.688976378,4.2,0,
3564700753620,114,0.118110236,3.5,0.5,
3564700755150,192,0.503937008,7.9,0.5,
3564700755341,469,0.984251969,23,0,
3564700755358,111,0.078740157,3.7,0.5,
3564700755365,161,0.354330709,5.3,0.5,
3564700755372,161,0.354330709,5.3,0.5,
3564700755440,2016,0.590551181,4.5,21.6,
3564700756294,1141,0.456692913,7.5,3.4,
3564700756416,349,0.003149606,14,0.4,
3564700756454,378,0.032677165,12.9,1.6,
3564700757512,200,0.003937008,10,0.5,
3564700757550,1161,0.003937008,68.3,0,
3564700758045,104,0.216535433,0.6,0.3,
3564700758229,327,0.165354331,4.5,0.6,
3564700759189,1472,0.00984252,5.7,5,
3564700759349,2075,0.173228346,37.1,0,
3564700761298,507,0.035433071,13.2,4.2,
3564700761335,465,0.035433071,14.5,2.6,
3564700762479,484,0.236614173,2.2,7.8,
3564700762790,414,0.279527559,1.3,0,
3564700762875,410,0.216535433,1.4,1.9,
3564700763285,439,0.708661417,10.2,0,
3564700763308,276,0.476377953,4.2,1.6,
3564700763315,1907,0.169291339,25.5,17.1,
3564700763322,1808,0.051181102,22,12.5,
3564700766859,1363,0.511811024,3.1,32,
3564700767337,196,0.003937008,9.7,0.1,
3564700767641,402,0.039370079,12,3.2,
3564700768174,1599,0.708661417,0.5,32.4,
3564700768808,166,0,8.9,0.1,
3564700768846,90,0.011023622,1.4,0.2,
3564700769089,1460,0,3.5,0,
3564700769188,194,0.003937008,10.1,0.1,
3564700769263,203,0.003937008,9.5,0.2,
3564700775943,142,0.236220472,5.7,0.1,
3564700777787,2061,0.3,31,22,
3564700781470,269,0.051181102,4.8,3.6,
3564700781852,368,0.326771654,1.5,1.4,
3564700782675,1124,0.433070866,4.9,10.1,
3564700784228,371,0.192913386,3.1,3.6,
3564700784266,663,0.248031496,2.5,11,
3564700785010,1870,0.325984252,29,21.7,
3564700785065,187,0.06496063,11,0,
3564700785386,1360,0.007874016,80,0,
3564700785614,67,0.015748031,0.8,0,
3564700785690,109,0.017322835,5,0.5,
3564700785959,2564,0.31496063,5.1,50.3,
3564700785973,1988,0.590551181,5.6,21,
3564700786130,2106,0.519685039,0.6,30.1,
3564700786284,2150,0.74015748,3.6,31.9,
3564700786307,2850,0,0,0,
3564700789032,2151,0.511811024,6,26.9,
3564700790472,1289,0.484251969,2,30,
3564700790755,625,0.062992126,20,5.6,
3564700792162,1594,0.708661417,1,32.1,
3564700792209,1553,0.767716535,0.5,30.4,
3564700792247,1679,0.275590551,0.5,32,
3564700797983,745,0.216535433,0.3,0,
3564700798386,943,1.57480315,0.9,9,
3564700798508,832,0.318110236,5.6,5.9,
3564700801185,931,0.417322835,0,16.1,
3564700803134,2073,0.157480315,45,22,
3564700804445,184,0.003,10,0,
3564700806777,269,0.034,3.1,2.8,
3564700807880,2096,0.286614173,25.1,25.2,
3564700808405,2197,0.94488189,5.9,0,
3564700808573,1642,0.236220472,22.6,3.1,
3564700808863,1234,0.393700787,8.9,0,
3564700809068,1948,0.118110236,42,21,
3564700811924,1814,0.192913386,33,24,
3564700811962,1602,0.905511811,3.9,36.8,
3564700812952,1215,0.511811024,1.1,6.9,
3564700813447,1499,0.023622047,63,7.7,
3564700813706,124,0.003937008,7,0.5,
3564700813751,124,0.003937008,7,0.5,
3564700813850,117,0.003937008,6.8,0.5,
3564700814581,587,0.125984252,0.7,9.9,
3564700814628,587,0.125984252,0.7,9.9,
3564700815984,1026,0.011811024,59,0.1,
3564700818404,1893,0.266929134,32.3,24.7,
3564700818763,2038,0.196850394,29.9,0,
3564700820919,1551,0.251968504,0.5,29.5,
3564700823736,399,0.039370079,11,2.4,
3564700823811,381,0.062992126,11,2.4,
3564700826133,2017,0.543307087,5.8,0,
3564700827802,329,0.059055118,11,1.7,
3564700827840,529,0.039370079,13,6.8,
3564700827888,381,0.019685039,14,0,
3564700832776,117,0.393700787,2,0,
3564700837559,462,0.035433071,13,4,
3564700837993,3,0.003937008,0.5,0.5,
3564700840757,787,0.362204724,1.5,12,
3564700842294,525,0.350393701,2.2,6.2,
3564700842676,695,0.590551181,2.4,4.2,
3564700846742,1532,0.275590551,0.5,29,
3564700851500,863,2.322834646,0.5,10,
3564700852163,322,0.346456693,0.5,0,
3564700870082,1940,0.192913386,24,17,
3564701087151,1727,0.121259843,35.5,12.8,
3564707000017,1931,0.379133858,20.4,14.4,
3564707000031,3367,0,0,91,
3564707000055,1445,0.003937008,1,1.5,
3564707000086,1480,0.002,3,1,
3564707000093,1480,0.002,3,1,
3564707000109,1460,0.00984252,3.5,0,
3564707000239,628,0.125,1,10,
3564707000246,193,0.05,4.8,1.55,
3564707000864,2344,0.003937008,27.1,40.5,
3564707000895,3061,0.019685039,0.9,82,
3564707000901,310,0.05,3,3.2,
3564707000918,1183,0.019685039,1.9,30,
3564707000925,262,0.039370079,4.1,3.4,
3564707001175,2984,0.787401575,0.7,80,
3564707001236,1700,0.121,0.5,3,
3564707002158,1620,0.507874016,5.3,6.1,
3564707079754,1470,0.01,0,1,
3564707079877,310,0.01,17.3,0,
3564707079884,189,0.01,10,0.1,
3564707079952,1590,0.026,2,7,
3564707080286,170,0.003149606,9,0,
3564707080385,170,0.003937008,9.7,0.5,
3564707080965,2060,0.15,34,24,
3564707081023,357,0.377952756,5.4,4.7,
3564707081238,3,0,0.1,0,
3564707081825,2100,0.2,20,24,
3564707081894,153,0.039370079,4.5,0.1,
3564707081986,1613,0.177165354,0.5,30.5,
3564707082082,591,0.306299213,0.5,7.2,
3564707082129,619,0.373228346,3.4,3.4,
3564707082280,1069,0.003937008,57.8,0.3,
3564707082303,1339,0,80,0,
3564707082310,1660,0.12,1,2.5,
3564707082433,2398,0.099606299,45,39,
3564707082549,747,2.460629921,1.7,12.5,
3564707082648,621,0.003937008,22.6,0.2,
3564707082907,1817,0.009055118,28.6,17.2,
3564707082914,1850,0.025,24,14,
3564707083423,192,0.003937008,11,0.1,
3564707083461,190,0.003937008,10,0.1,
3564707083546,2150,0.168,20,26,
3564707083553,2090,0.325,19,22,
3564707083577,2030,0.339,19,20,
3564707083621,83,0.003937008,2.2,0.3,
3564707083744,2234,0.163385827,28.2,29.3,
3564707083751,2122,0.25,26.9,25.4,
3564707083799,2034,0.127952756,27,21.7,
3564707083805,2159,0.194094488,33.7,26,
3564707083812,2140,0.193,32,26,
3564707083881,780,1.2,0.5,10,
3564707084055,1660,0.456,3,5,
3564707084062,1629,0.535433071,4.4,4.2,
3564707084802,1456,0.01,0,1,
3564707084819,1500,0,0,1,
3564707084826,1460,0.05,0,0.5,
3564707084833,1500,0.1,3.5,1.5,
3564707084840,1508,0.00906,0.4,1.3,
3564707084864,392,0.42519685,5,6.3,
3564707084871,250,0.693,4.8,2.3,
3564707084888,364,0.393700787,4.2,4,
3564707084895,430,0.883,12,0,
3564707086042,1430,0.004,84,0,
3564707086455,380,0.405511811,4.2,1.7,
3564707086608,1135,0.020472441,2.1,1.5,
3564707086943,272,0.01,1,0,
3564707087346,160,0.003,9.5,0,
3564707087483,1232,0.57480315,5.9,6.1,
3564707087490,1050,0.551,2,0.5,
3564707087551,1830,0.053,40,14,
3564707087568,262,0.039370079,4.1,3.4,
